# 1-d slice in y-direction, file: plt_2d_005500
# time =       0.173135125104    
#                       y                  density      CH4_ConsumptionRate                   Y(CH4)               x_velocity                     temp  
       0.289062500000E-02        1.13633060163           0.389380690099E-13       0.392668154889E-01      -0.228806491341E-11        299.999999659      
       0.304687500000E-02        1.13633060016           0.687528201610E-13       0.392668155099E-01       0.100048792595E-11        299.999999851      
       0.320312500000E-02        1.13633059896          -0.557107057562E-12       0.392668155367E-01       0.112135149789E-10        299.999999968      
       0.335937500000E-02        1.13633059840           0.369427759121E-12       0.392668155471E-01       0.861614883570E-11        300.000000017      
       0.351562500000E-02        1.13633059856           0.342125408068E-13       0.392668155413E-01      -0.660657773884E-11        300.000000024      
       0.367187500000E-02        1.13633059773          -0.109677029332E-12       0.392668155496E-01       0.119806114458E-12        300.000000155      
       0.382812500000E-02        1.13633060118           0.211517095427E-12       0.392668154573E-01       0.510661319658E-11        299.999999984      
       0.398437500000E-02        1.13633060120           0.853226798356E-13       0.392668154649E-01       0.306555077319E-11        299.999999923      
       0.414062500000E-02        1.13633060045          -0.333217763955E-12       0.392668154902E-01      -0.410534481602E-11        299.999999935      
       0.429687500000E-02        1.13633059950          -0.486630095160E-13       0.392668155174E-01      -0.281973280277E-12        299.999999965      
       0.445312500000E-02        1.13633059919          -0.172367295709E-13       0.392668155311E-01       0.979241313762E-11        299.999999957      
       0.460937500000E-02        1.13633059835           0.695083630345E-12       0.392668155525E-01       0.812008913281E-11        299.999999994      
       0.476562500000E-02        1.13633059781           0.234185907852E-12       0.392668155647E-01       0.935131437362E-11        300.000000048      
       0.492187500000E-02        1.13633059703          -0.191487356167E-12       0.392668155656E-01      -0.136617371730E-10        300.000000211      
       0.507812500000E-02        1.13633060106           0.240027728494E-13       0.392668154575E-01      -0.861893066238E-11        300.000000012      
       0.523437500000E-02        1.13633060133           0.228594359717E-12       0.392668154615E-01       0.140275454753E-11        299.999999915      
       0.539062500000E-02        1.13633060054          -0.282965893657E-12       0.392668154876E-01      -0.310910408077E-11        299.999999916      
       0.554687500000E-02        1.13633059968           0.941177526680E-12       0.392668155147E-01      -0.111507764293E-10        299.999999941      
       0.570312500000E-02        1.13633059913           0.150001296716E-12       0.392668155308E-01      -0.148997115708E-10        299.999999935      
       0.585937500000E-02        1.13633059828           0.439306553288E-12       0.392668155566E-01      -0.825696831062E-11        299.999999982      
       0.601562500000E-02        1.13633059742           0.465863523930E-12       0.392668155710E-01      -0.317413534776E-11        300.000000043      
       0.617187500000E-02        1.13633059691           0.147993234563E-12       0.392668155687E-01       0.838213750698E-11        300.000000216      
       0.632812500000E-02        1.13633060074           0.398274564315E-12       0.392668154586E-01       0.554339040928E-11        300.000000017      
       0.648437500000E-02        1.13633060141           0.216160395770E-12       0.392668154596E-01       0.227094593848E-12        299.999999908      
       0.664062500000E-02        1.13633060012          -0.195446359542E-12       0.392668154920E-01      -0.684522387635E-12        299.999999924      
       0.679687500000E-02        1.13633059962           0.534263125585E-12       0.392668155180E-01      -0.246720321284E-11        299.999999925      
       0.695312500000E-02        1.13633059674          -0.995080033664E-13       0.392668155813E-01      -0.450266455133E-11        300.000000095      
       0.710937500000E-02        1.13633059779           0.156227268366E-12       0.392668155648E-01      -0.383258869546E-11        300.000000027      
       0.726562500000E-02        1.13633059696           0.164100073885E-12       0.392668155765E-01       0.339878654869E-11        300.000000060      
       0.742187500000E-02        1.13633059635          -0.299066525782E-14       0.392668155800E-01       0.164254810708E-10        300.000000243      
       0.757812500000E-02        1.13633060038           0.410803558669E-12       0.392668154590E-01       0.792082586612E-11        300.000000032      
       0.773437500000E-02        1.13633060110          -0.898205858707E-13       0.392668154593E-01       0.801595372728E-12        299.999999924      
       0.789062500000E-02        1.13633059976           0.317358208101E-13       0.392668154880E-01       0.562402935922E-12        299.999999931      
       0.804687500000E-02        1.13633059941          -0.179880146613E-12       0.392668155083E-01      -0.240545597731E-11        299.999999924      
       0.820312500000E-02        1.13633059768          -0.316064040543E-12       0.392668155401E-01      -0.315097709526E-11        299.999999968      
       0.835937500000E-02        1.13633059738          -0.260692181914E-12       0.392668155527E-01      -0.681973460874E-11        299.999999969      
       0.851562500000E-02        1.13633059563          -0.239486931945E-12       0.392668155734E-01      -0.347033241814E-11        300.000000035      
       0.867187500000E-02        1.13633059360           0.238524777512E-12       0.392668155941E-01      -0.698647485225E-12        300.000000307      
       0.882812500000E-02        1.13633059764          -0.501724972764E-13       0.392668154530E-01       0.291928684091E-13        300.000000011      
       0.898437500000E-02        1.13633059724           0.468414010994E-13       0.392668154468E-01       0.509989288304E-14        299.999999939      
       0.914062500000E-02        1.13633059428           0.229782859174E-12       0.392668154726E-01      -0.235306862174E-11        299.999999929      
       0.929687500000E-02        1.13633059153           0.192759131360E-12       0.392668154907E-01      -0.377604002829E-11        299.999999920      
       0.945312500000E-02        1.13633058677          -0.100695880817E-12       0.392668155101E-01      -0.470958469627E-11        299.999999935      
       0.960937500000E-02        1.13633058132          -0.297834326446E-12       0.392668155210E-01      -0.429800881283E-11        299.999999960      
       0.976562500000E-02        1.13633057279           0.505959071192E-12       0.392668155267E-01      -0.290340771297E-11        300.000000045      
       0.992187500000E-02        1.13633056185          -0.530407992600E-12       0.392668155056E-01       0.241051342285E-11        300.000000289      
       0.100781250000E-01        1.13633055253          -0.455452143285E-12       0.392668153234E-01       0.200974686523E-11        300.000000029      
       0.102343750000E-01        1.13633053333          -0.233324821741E-12       0.392668152671E-01       0.101158827336E-13        299.999999884      
       0.103906250000E-01        1.13633050397          -0.211997193278E-12       0.392668152206E-01      -0.229194640016E-11        299.999999773      
       0.105468750000E-01        1.13633046424          -0.211649132353E-13       0.392668151430E-01       0.197834761738E-12        299.999999377      
       0.107031250000E-01        1.13633041139           0.743896326713E-13       0.392668150129E-01       0.320052596935E-11        299.999997980      
       0.108593750000E-01        1.13633035899          -0.291421217729E-12       0.392668148242E-01      -0.923348094537E-11        299.999990156      
       0.110156250000E-01        1.13633034189          -0.392079036372E-13       0.392668145283E-01       0.259032336426E-11        299.999964226      
       0.111718750000E-01        1.13633054270           0.183709718241E-12       0.392668141028E-01       0.101513207037E-10        299.999867641      
       0.112890625000E-01        1.13633154320           0.718459481768E-12       0.392668134172E-01       0.234165519205E-10        299.999559749      
       0.113671875000E-01        1.13633130481          -0.108405112957E-12       0.392668130281E-01       0.464439658511E-10        299.999585324      
       0.114453125000E-01        1.13633095477           0.128354022967E-12       0.392668125610E-01       0.197544691680E-10        299.999633385      
       0.115234375000E-01        1.13633056463           0.773857550712E-12       0.392668120044E-01      -0.794681794381E-10        299.999683609      
       0.116015625000E-01        1.13633014167           0.123158077229E-11       0.392668113404E-01      -0.481370629556E-10        299.999732245      
       0.116796875000E-01        1.13632968774          -0.650196239351E-12       0.392668105488E-01       0.113922414645E-09        299.999777059      
       0.117578125000E-01        1.13632919813          -0.501821437323E-12       0.392668096034E-01       0.997136906184E-10        299.999816594      
       0.118359375000E-01        1.13632866420          -0.313669175269E-12       0.392668084748E-01      -0.111920218423E-09        299.999850547      
       0.119140625000E-01        1.13632807039           0.148321390163E-11       0.392668071257E-01      -0.149928750396E-09        299.999879231      
       0.119921875000E-01        1.13632740087           0.193362480297E-12       0.392668055142E-01       0.112143304365E-09        299.999903277      
       0.120703125000E-01        1.13632663468           0.874715312118E-12       0.392668035866E-01       0.177664582300E-09        299.999923076      
       0.121484375000E-01        1.13632574899           0.560225238256E-12       0.392668012826E-01      -0.113833851036E-09        299.999938837      
       0.122265625000E-01        1.13632471640          -0.628975631344E-13       0.392667985246E-01      -0.193869791884E-09        299.999950478      
       0.123046875000E-01        1.13632350780           0.526141267734E-12       0.392667952248E-01       0.107547691269E-09        299.999957917      
       0.123828125000E-01        1.13632208424           0.257836263326E-12       0.392667912697E-01       0.201309510509E-09        299.999961003      
       0.124609375000E-01        1.13632040026          -0.181335261273E-12       0.392667865296E-01      -0.833743055263E-10        299.999959778      
       0.125390625000E-01        1.13631839855           0.561491711755E-12       0.392667808353E-01      -0.193816418255E-09        299.999954370      
       0.126171875000E-01        1.13631601449           0.149328186653E-11       0.392667739913E-01       0.573371252617E-10        299.999945274      
       0.126953125000E-01        1.13631316257           0.190264408419E-11       0.392667657384E-01       0.190547258350E-09        299.999933368      
       0.127734375000E-01        1.13630974338           0.128923992538E-11       0.392667557702E-01      -0.138924895998E-11        299.999920296      
       0.128515625000E-01        1.13630562791           0.207225977558E-11       0.392667436704E-01      -0.132435652260E-09        299.999908802      
       0.129296875000E-01        1.13630066621           0.122735495456E-11       0.392667289305E-01      -0.606128514761E-11        299.999903262      
       0.130078125000E-01        1.13629465842           0.335611777728E-11       0.392667108320E-01       0.120951062882E-09        299.999910835      
       0.130859375000E-01        1.13628736903           0.377758511558E-11       0.392666884552E-01       0.135872687024E-09        299.999942461      
       0.131640625000E-01        1.13627847824           0.513573202249E-11       0.392666604304E-01       0.987447774544E-10        300.000016467      
       0.132421875000E-01        1.13626759412           0.615852673559E-11       0.392666248921E-01       0.177409835998E-10        300.000161477      
       0.133203125000E-01        1.13625415860           0.916188866852E-11       0.392665788785E-01       0.174940419602E-10        300.000427679      
       0.133984375000E-01        1.13623745423           0.133604687846E-10       0.392665183756E-01       0.413769843786E-09        300.000895074      
       0.134570312500E-01        1.13622169651           0.140811491766E-10       0.392664546667E-01       0.678994256002E-09        300.001486060      
       0.134960937500E-01        1.13620964567           0.201595098037E-10       0.392664039178E-01       0.677754956789E-09        300.002049828      
       0.135351562500E-01        1.13619592769           0.232970824164E-10       0.392663432159E-01       0.470760165335E-09        300.002800699      
       0.135742187500E-01        1.13618018793           0.278420938648E-10       0.392662696163E-01       0.313522082438E-09        300.003804289      
       0.136132812500E-01        1.13616197301           0.316341772656E-10       0.392661793685E-01       0.268531649920E-09        300.005148342      
       0.136523437500E-01        1.13614078389           0.409509571977E-10       0.392660681370E-01       0.445783789351E-09        300.006943733      
       0.136914062500E-01        1.13611587760           0.539460769892E-10       0.392659295049E-01       0.101627434697E-08        300.009348806      
       0.137304687500E-01        1.13608626000           0.737667950270E-10       0.392657547243E-01       0.170771943056E-08        300.012586250      
       0.137695312500E-01        1.13605060444           0.107339634360E-09       0.392655319955E-01       0.234230265878E-08        300.016955571      
       0.138085937500E-01        1.13600736824           0.161012667500E-09       0.392652474561E-01       0.272172707074E-08        300.022838170      
       0.138476562500E-01        1.13595425246           0.252414644199E-09       0.392648804305E-01       0.277636726876E-08        300.030781872      
       0.138867187500E-01        1.13588808894           0.416626421947E-09       0.392644024139E-01       0.287424308799E-08        300.041561097      
       0.139257812500E-01        1.13580455250           0.709138727774E-09       0.392637745898E-01       0.314736210466E-08        300.056223466      
       0.139648437500E-01        1.13569853095           0.123620117203E-08       0.392629510861E-01       0.383996866037E-08        300.076112645      
       0.140039062500E-01        1.13556229007           0.219129914865E-08       0.392618629291E-01       0.513819998650E-08        300.103164781      
       0.140429687500E-01        1.13538504547           0.394382932171E-08       0.392604144382E-01       0.687892521039E-08        300.140125813      
       0.140820312500E-01        1.13515193861           0.715882704375E-08       0.392584747108E-01       0.897051058325E-08        300.190723975      
       0.141210937500E-01        1.13484517772           0.130611379975E-07       0.392558874701E-01       0.110297605695E-07        300.259758604      
       0.141601562500E-01        1.13443780069           0.239244387296E-07       0.392524179655E-01       0.130435785530E-07        300.354158126      
       0.141992187500E-01        1.13389202734           0.439607578898E-07       0.392477396473E-01       0.153481599097E-07        300.483760841      
       0.142382812500E-01        1.13315571333           0.807795544674E-07       0.392414049951E-01       0.182073793893E-07        300.661938528      
       0.142773437500E-01        1.13216631427           0.147991166420E-06       0.392328784797E-01       0.220946087359E-07        300.905931649      
       0.143164062500E-01        1.13082950189           0.270291568133E-06       0.392213570423E-01       0.272309957873E-07        301.240573202      
       0.143554687500E-01        1.12901395314           0.491887069709E-06       0.392057258921E-01       0.336616472977E-07        301.701018288      
       0.143945312500E-01        1.12654044527           0.889734387180E-06       0.391844628608E-01       0.415708540874E-07        302.334836279      
       0.144335937500E-01        1.12319816894           0.159542341413E-05       0.391557586312E-01       0.511827126577E-07        303.202955844      
       0.144726562500E-01        1.11867596819           0.283867403615E-05       0.391169243265E-01       0.630016335200E-07        304.392244288      
       0.145117187500E-01        1.11255514790           0.500142056365E-05       0.390642793884E-01       0.777200190505E-07        306.023926683      
       0.145507812500E-01        1.10429162096           0.874346568257E-05       0.389928958099E-01       0.962099182003E-07        308.258842931      
       0.145898437500E-01        1.09329647109           0.151513352200E-04       0.388970576362E-01       0.119729992332E-06        311.297889949      
       0.146289062500E-01        1.07876989241           0.261222791822E-04       0.387685877938E-01       0.149959269231E-06        315.416592787      
       0.146679687500E-01        1.05977250245           0.451057306704E-04       0.385968499101E-01       0.189675181662E-06        320.980498446      
       0.147070312500E-01        1.03530986698           0.799448092529E-04       0.383685521368E-01       0.242210443730E-06        328.443600165      
       0.147460937500E-01        1.00464418876           0.148676411766E-03       0.380692867192E-01       0.313119549604E-06        338.331281977      
       0.147851562500E-01       0.967148417635           0.264572613975E-03       0.376808912976E-01       0.412009599000E-06        351.279109780      
       0.148242187500E-01       0.922647484652           0.515631551597E-03       0.371829691294E-01       0.582095073478E-06        368.011045643      
       0.148632812500E-01       0.871643396212           0.103103729746E-02       0.365542003577E-01       0.866813362651E-06        389.271458472      
       0.149023437500E-01       0.815511674020           0.217733349688E-02       0.357755475746E-01       0.101927027803E-05        415.747934928      
       0.149414062500E-01       0.756073619187           0.470693898118E-02       0.348284175680E-01       0.933229204248E-06        448.051169354      
       0.149804687500E-01       0.695449879367           0.104664418541E-01       0.336972108088E-01       0.569437231090E-06        486.657634099      
       0.150195312500E-01       0.635711473187           0.235382747103E-01       0.323700891532E-01       0.258847834454E-06        531.868146864      
       0.150585937500E-01       0.578564302652           0.531268712403E-01       0.308386258019E-01       0.889228332915E-07        583.805869237      
       0.150976562500E-01       0.525215659298           0.118532101604           0.290980207052E-01      -0.677692365568E-07        642.435629927      
       0.151367187500E-01       0.476369383519           0.254992378102           0.271470245496E-01      -0.125046035275E-06        707.580788152      
       0.151757812500E-01       0.432322653701           0.516488468792           0.249888670198E-01      -0.959941060154E-07        778.945084258      
       0.152148437500E-01       0.392983586109           0.989445936620           0.226266906153E-01       0.166697656135E-07        856.111156451      
       0.152539062500E-01       0.358167218121            1.86238195835           0.200729923209E-01       0.132954726967E-06        938.500735231      
       0.152929687500E-01       0.327585194069            3.54289725716           0.173489743108E-01       0.199783334220E-06        1025.30426849      
       0.153320312500E-01       0.300957923155            6.74486924413           0.144956875763E-01       0.194134037666E-06        1115.33867666      
       0.153710937500E-01       0.278016131846            12.3362600788           0.115785217939E-01       0.178226020717E-06        1206.70468186      
       0.154101562500E-01       0.258643753106            20.6608283527           0.871741622810E-02       0.174990506563E-06        1296.56193488      
       0.154492187500E-01       0.242785081260            30.2459237333           0.608368334915E-02       0.146054285443E-06        1381.01055331      
       0.154882812500E-01       0.230408050314            36.9961673991           0.387486889041E-02       0.152646982297E-06        1455.44936331      
       0.155273437500E-01       0.221272939190            36.5650821057           0.222623931660E-02       0.157444558791E-06        1516.17847262      
       0.155664062500E-01       0.214926600364            28.8373851244           0.115600633945E-02       0.147471484659E-06        1562.04288915      
       0.156054687500E-01       0.210647601838            18.5060002443           0.550392569465E-03       0.127663739283E-06        1595.25417479      
       0.156445312500E-01       0.207697328688            10.0858465088           0.246785273203E-03       0.110967699849E-06        1619.69487507      
       0.156835937500E-01       0.205511152755            4.89524298651           0.105573207404E-03       0.870023248737E-07        1638.70972864      
       0.157226562500E-01       0.203766658562            2.20153276678           0.439281390726E-04       0.672813547513E-07        1654.48465978      
       0.157617187500E-01       0.202292695604           0.943998828147           0.180077303077E-04       0.660051966552E-07        1668.16567493      
       0.158007812500E-01       0.201001571296           0.393392801219           0.729314684773E-05       0.686475697186E-07        1680.35943656      
       0.158398437500E-01       0.199849971118           0.161360535893           0.294825095990E-05       0.589473034608E-07        1691.36126787      
       0.158789062500E-01       0.198812043525           0.656846073522E-01       0.118517540583E-05       0.255935422759E-07        1701.36020874      
       0.159179687500E-01       0.197870827570           0.266838764440E-01       0.470650149442E-06       0.263671264382E-07        1710.48591822      
       0.159570312500E-01       0.197015354922           0.108590088089E-01       0.201814998933E-06       0.296905773336E-07        1718.82492744      
       0.159960937500E-01       0.196234543602           0.443733600067E-02       0.826702693435E-07       0.207834024842E-07        1726.46966853      
       0.160351562500E-01       0.195520540657           0.182331967049E-02       0.334808824347E-07       0.145779222611E-07        1733.48772516      
       0.160742187500E-01       0.194866397963           0.753827314550E-03       0.130314432118E-07       0.109858562824E-07        1739.94219653      
       0.161132812500E-01       0.194266243838           0.313979762706E-03       0.624852741330E-08       0.835451615905E-08        1745.88860062      
       0.161523437500E-01       0.193713988200           0.131790485623E-03       0.261051161922E-08       0.640199204151E-08        1751.37617801      
       0.161914062500E-01       0.193205184042           0.556509795653E-04       0.105819963692E-08       0.571009356538E-08        1756.44866915      
       0.162304687500E-01       0.192735666442           0.236479625265E-04       0.389372623520E-09       0.462719476881E-08        1761.14502449      
       0.162695312500E-01       0.192301867194           0.101225296493E-04       0.177701999118E-09       0.396909755762E-08        1765.49989226      
       0.163085937500E-01       0.191900089072           0.437230661967E-05       0.783586467320E-10       0.347719459405E-08        1769.54418818      
       0.163476562500E-01       0.191527549459           0.188886077655E-05       0.346917714956E-10       0.177389735566E-08        1773.30549581      
       0.163867187500E-01       0.191181648659           0.819643277434E-06       0.154537334836E-10       0.174550508039E-08        1776.80854226      
       0.164257812500E-01       0.190860137402           0.353134305481E-06      -0.708763590462E-12       0.266858313897E-08        1780.07545221      
       0.164648437500E-01       0.190560653710           0.148171923835E-06      -0.709877477999E-12       0.166761509519E-08        1783.12611375      
       0.165039062500E-01       0.190281408790           0.632973061304E-07      -0.710919249136E-12       0.210523622804E-08        1785.97838660      
       0.165429687500E-01       0.190020743663           0.251316554953E-07      -0.711894468225E-12       0.141286006048E-08        1788.64841462      
       0.165820312500E-01       0.189777177728           0.967858465696E-08      -0.919834039182E-12       0.168834542325E-08        1791.15069523      
       0.166210937500E-01       0.189549187070           0.349586189733E-08      -0.920940419912E-12      -0.671594530662E-08        1793.49843176      
       0.166601562500E-01       0.189335546121           0.113454757829E-08      -0.921979583395E-12       0.100250606639E-07        1795.70342536      
       0.166992187500E-01       0.189135230276           0.308408556459E-09      -0.922956065246E-12       0.470527440455E-07        1797.77660110      
       0.167382812500E-01       0.188947155022           0.596512599903E-10      -0.250548768199E-12       0.321699916525E-07        1799.72757685      
       0.167773437500E-01       0.188770436869           0.684982522236E-11      -0.250783320369E-12       0.118720034868E-07        1801.56553275      
       0.168164062500E-01       0.188603955376           0.682028466118E-11      -0.251004687845E-12      -0.871567538997E-08        1803.29824918      
       0.168554687500E-01       0.188447478316           0.188499805381E-10      -0.251213109183E-12      -0.158387390554E-07        1804.93430401      
       0.169140625000E-01       0.188229789050          -0.668831410411E-10      -0.497328599089E-13      -0.109241461735E-07        1807.20976813      
       0.169921875000E-01       0.187967001229          -0.282937002473E-10      -0.498023890805E-13      -0.694738955055E-08        1809.97031021      
       0.170703125000E-01       0.187731614534          -0.734303421704E-11      -0.154511897441E-13      -0.771230893479E-08        1812.45527114      
       0.171484375000E-01       0.187520085510          -0.315423770384E-11      -0.154686192108E-13      -0.188554904861E-07        1814.69369891      
       0.172265625000E-01       0.187329743953          -0.619945438702E-12      -0.387851352369E-14      -0.115342496165E-07        1816.71505746      
       0.173046875000E-01       0.187157889820          -0.292343291308E-12      -0.388207489413E-14      -0.129184502508E-08        1818.54533696      
       0.173828125000E-01       0.187002355498           0.404912231461E-13      -0.960979068311E-15      -0.141207229973E-08        1820.20686295      
       0.174609375000E-01       0.186861168734           0.422764620466E-13      -0.961705155627E-15      -0.711980287316E-09        1821.71885431      
       0.175390625000E-01       0.186732738675           0.692712080942E-13      -0.233853048740E-15      -0.109096273748E-09        1823.09793673      
       0.176171875000E-01       0.186615598394           0.260201468295E-13      -0.233999840391E-15       0.239472425579E-09        1824.35852545      
       0.176953125000E-01       0.186508558163           0.251427260243E-13      -0.554716865985E-16       0.291177908651E-09        1825.51316494      
       0.177734375000E-01       0.186410508757           0.679401147732E-14      -0.555008639553E-16       0.672683738408E-10        1826.57284228      
       0.178515625000E-01       0.186320548171           0.555550402334E-14      -0.129123915635E-16       0.937143870642E-10        1827.54715407      
       0.179296875000E-01       0.186237828052          -0.526252780555E-15      -0.129181267817E-16       0.349465473676E-09        1828.44457221      
       0.180078125000E-01       0.186161654869          -0.159899755143E-15      -0.276395785680E-17       0.329942251756E-09        1829.27253074      
       0.180859375000E-01       0.186091370434          -0.235747925404E-14      -0.276500176989E-17      -0.149727798011E-10        1830.03762374      
       0.181640625000E-01       0.186026435315          -0.177176093915E-14      -0.469124216820E-18       0.868824311633E-10        1830.74568973      
       0.182421875000E-01       0.185966334478          -0.210311856278E-14      -0.469275828982E-18       0.624791654691E-09        1831.40192348      
       0.183203125000E-01       0.185910644104          -0.160671144856E-14       0.977431841521E-19       0.459460597390E-09        1832.01094628      
       0.183984375000E-01       0.185858954440          -0.135131007849E-14       0.763506366675E-19      -0.409014048718E-10        1832.57689375      
       0.184765625000E-01       0.185810929318          -0.801241863772E-15       0.227970819277E-18      -0.125075331170E-09        1833.10345562      
       0.185546875000E-01       0.185766238604          -0.504422731528E-15       0.223167830480E-18       0.129767514119E-09        1833.59399131      
       0.186328125000E-01       0.185724619806          -0.255106072510E-15       0.253384262411E-18       0.172870056877E-09        1834.05140498      
       0.187109375000E-01       0.185685801656          -0.118571574139E-15       0.244092087440E-18      -0.247201103613E-09        1834.47845656      
       0.187890625000E-01       0.185649567854          -0.331639529376E-16       0.241743239530E-18      -0.225649844322E-09        1834.87754690      
       0.188671875000E-01       0.185615703387           0.713774879363E-17       0.229678992011E-18      -0.206931623786E-09        1835.25087665      
       0.189453125000E-01       0.185584029515           0.277712256071E-16       0.219702983631E-18      -0.340009754902E-09        1835.60043378      
       0.190234375000E-01       0.185554371380           0.337874626522E-16       0.208055783946E-18       0.989171974617E-10        1835.92802077      
       0.191015625000E-01       0.185526580939           0.345280475344E-16       0.197316821434E-18       0.220945140936E-09        1836.23527792      
       0.191796875000E-01       0.185500518857           0.289320892499E-16       0.187041761224E-18      -0.354701326652E-09        1836.52367755      
       0.192578125000E-01       0.185476055962           0.199992891463E-16       0.175653760468E-18      -0.716156833785E-09        1836.79454905      
       0.193359375000E-01       0.185453075131           0.910639423132E-17       0.168115342783E-18       0.645806338449E-09        1837.04907500      
       0.194531250000E-01       0.185421278132          -0.933748255560E-17       0.127601976084E-18       0.260288862079E-09        1837.40059854      
       0.196093750000E-01       0.185382907842           0.714671118053E-16       0.145649650863E-18      -0.261808548853E-09        1837.82701478      
       0.197656250000E-01       0.185348737042           0.485689809285E-16       0.134582234643E-18      -0.656605417561E-09        1838.20740274      
       0.199218750000E-01       0.185318207526           0.266809680233E-16       0.123875140071E-18      -0.125102424094E-08        1838.54756580      
       0.200781250000E-01       0.185290848355           0.183743457009E-16       0.114982883264E-18      -0.705644762769E-09        1838.85273646      
       0.202343750000E-01       0.185266234321           0.138939122477E-16       0.107414021358E-18      -0.378791763908E-09        1839.12754130      
       0.203906250000E-01       0.185243998187           0.122965503216E-16       0.100725854962E-18      -0.291120512124E-09        1839.37597788      
       0.205468750000E-01       0.185223822028           0.105592024204E-16       0.948690181663E-19      -0.250609845388E-09        1839.60154351      
       0.207031250000E-01       0.185205424887           0.926170078920E-17       0.897020166817E-19      -0.237251536300E-09        1839.80729887      
       0.208593750000E-01       0.185188563832           0.823659884766E-17       0.851116923754E-19      -0.230707314008E-09        1839.99592973      
       0.210156250000E-01       0.185173022600           0.738400948391E-17       0.810168862443E-19      -0.227328446361E-09        1840.16979522      
       0.211718750000E-01       0.185158614338           0.666117308337E-17       0.773541342210E-19      -0.223731991560E-09        1840.33096735      
       0.213281250000E-01       0.185145172962           0.603754203023E-17       0.740719128300E-19      -0.218476455197E-09        1840.48126347      
       0.214843750000E-01       0.185132555275           0.550396881885E-17       0.711264940515E-19      -0.210884228872E-09        1840.62227334      
       0.216406250000E-01       0.185120635222           0.504095309972E-17       0.684820710269E-19      -0.201258563183E-09        1840.75538061      
       0.217968750000E-01       0.185109304261           0.463750624214E-17       0.661084362307E-19      -0.189494054252E-09        1840.88178508      
       0.219531250000E-01       0.185098474921           0.428504172387E-17       0.639797675890E-19      -0.175774711604E-09        1841.00247301      
       0.221093750000E-01       0.185088057334           0.397620018594E-17       0.620738474750E-19      -0.160408365497E-09        1841.11839647      
       0.222656250000E-01       0.185077993913           0.370521640617E-17       0.603713771136E-19      -0.143648676732E-09        1841.23022432      
       0.224218750000E-01       0.185068229300           0.346807656290E-17       0.588555289381E-19      -0.125802854414E-09        1841.33855855      
       0.225781250000E-01       0.185058717981           0.326442424651E-17       0.575119170147E-19      -0.107172249312E-09        1841.44390629      
       0.227343750000E-01       0.185049438835           0.311272234013E-17       0.563296603202E-19      -0.880582916354E-10        1841.54648818      
       0.228906250000E-01       0.185040344446           0.308082129115E-17       0.553078384605E-19      -0.687511203752E-10        1841.64684791      
       0.230468750000E-01       0.185031436495           0.339016655286E-17       0.544742446981E-19      -0.494878936933E-10        1841.74494116      
       0.232031250000E-01       0.185022700062           0.449820044962E-17       0.539231465131E-19      -0.305141654962E-10        1841.84095542      
       0.233593750000E-01       0.185014131131           0.687285947606E-17       0.537952295603E-19      -0.120356648577E-10        1841.93492472      
       0.235156250000E-01       0.185005731806           0.958639361998E-17       0.538899778792E-19       0.576738148481E-11        1842.02683239      
