# x, y, z, u, v, w
2.945243112740430824e+00,5.890486225480862092e-01,1.963495408493620697e-01,9.809973493177207016e-03,-1.207702196681802675e+00,-6.928778718465455899e-01
3.337942194439155408e+00,5.890486225480862092e-01,1.963495408493620697e-01,2.340323320003478147e-01,5.155357210113342692e-01,1.976463790457997916e-01
3.730641276137879103e+00,5.890486225480862092e-01,1.963495408493620697e-01,1.059390496280414151e+00,-2.684985325677064494e-01,3.940609770704905923e-01
4.123340357836603687e+00,5.890486225480862092e-01,1.963495408493620697e-01,1.443148285362011674e+00,-2.127090859135211343e+00,-4.686821091308505105e-01
4.516039439535327382e+00,5.890486225480862092e-01,1.963495408493620697e-01,5.688883126154450354e-01,4.665700621432168627e-02,-1.497649497731369461e+00
4.908738521234051966e+00,5.890486225480862092e-01,1.963495408493620697e-01,-1.404156254960927386e-01,1.358345696760040910e+00,6.852659569674282580e-02
5.301437602932775661e+00,5.890486225480862092e-01,1.963495408493620697e-01,-2.599144334398547085e-01,-5.151662511331286387e-01,1.442576937276281779e+00
5.694136684631500245e+00,5.890486225480862092e-01,1.963495408493620697e-01,-2.985243903624318351e-01,-2.614921509720605997e+00,3.989800976035888236e-01
6.086835766330223940e+00,5.890486225480862092e-01,1.963495408493620697e-01,-5.784983263796137365e-01,-1.525445565695246142e+00,-1.238080933094700242e+00
1.963495408493620697e-01,9.817477042468103487e-01,1.963495408493620697e-01,-1.251819198655274690e+00,1.169932407154339993e+00,-1.105902985942913697e+00
5.890486225480862092e-01,9.817477042468103487e-01,1.963495408493620697e-01,-1.300285296156551640e+00,1.686434406171558376e+00,-1.173625535189604774e+00
9.817477042468103487e-01,9.817477042468103487e-01,1.963495408493620697e-01,-9.397885108022069334e-01,7.551280749456137364e-01,-1.041053467113269626e+00
1.374446785945534488e+00,9.817477042468103487e-01,1.963495408493620697e-01,-2.380072158669364335e-01,-4.899937717195529396e-01,1.070114393795532914e-01
1.767145867644258628e+00,9.817477042468103487e-01,1.963495408493620697e-01,4.773103998743230547e-02,-5.182246921693919317e-01,-5.188126348814122574e-02
2.159844949342982545e+00,9.817477042468103487e-01,1.963495408493620697e-01,-3.022166848997426963e-02,-1.313536038998567079e+00,1.688318675046597828e-01
2.552544031041707129e+00,9.817477042468103487e-01,1.963495408493620697e-01,-2.536895974339531956e-01,-2.057269789185696585e+00,9.379157672022863101e-01
2.945243112740430824e+00,9.817477042468103487e-01,1.963495408493620697e-01,-1.160817506247993736e+00,-1.043336414400032996e+00,2.219474411104795653e-01
3.337942194439155408e+00,9.817477042468103487e-01,1.963495408493620697e-01,-1.318263040095660532e+00,-3.272550559134227571e-02,-7.995713298949760350e-01
3.730641276137879103e+00,9.817477042468103487e-01,1.963495408493620697e-01,3.467798415512993726e-01,-1.392998015813101009e+00,-1.450649901323699531e+00
4.123340357836603687e+00,9.817477042468103487e-01,1.963495408493620697e-01,6.682949739093948516e-01,-1.775256144537153302e+00,-2.087590621353349718e+00
4.516039439535327382e+00,9.817477042468103487e-01,1.963495408493620697e-01,-1.817113741406478911e-01,9.137880081144534872e-01,-2.453465126941798857e+00
4.908738521234051966e+00,9.817477042468103487e-01,1.963495408493620697e-01,5.153923634443305923e-01,1.656082911930614410e+00,-1.323441732825638484e+00
5.301437602932775661e+00,9.817477042468103487e-01,1.963495408493620697e-01,1.627525383447404828e+00,-2.349775850346229600e-01,3.444689920267106631e-01
5.694136684631500245e+00,9.817477042468103487e-01,1.963495408493620697e-01,1.235977958788409881e+00,-2.377962961092073169e+00,2.987705586766010946e+00
6.086835766330223940e+00,9.817477042468103487e-01,1.963495408493620697e-01,-3.594261749541287632e-01,-1.360515251424875505e+00,1.874687846470932229e+00
1.963495408493620697e-01,1.374446785945534488e+00,1.963495408493620697e-01,-4.660562218844975513e-02,1.040522151089674718e+00,-6.081036623998040680e-01
5.890486225480862092e-01,1.374446785945534488e+00,1.963495408493620697e-01,5.935302758716038962e-01,1.282710756958808762e+00,-1.050146372835216280e+00
9.817477042468103487e-01,1.374446785945534488e+00,1.963495408493620697e-01,1.326876088174272272e+00,1.501572598245293211e-01,-3.888542900770377009e-01
1.374446785945534488e+00,1.374446785945534488e+00,1.963495408493620697e-01,1.068318225647332476e+00,-1.774656571535307981e-01,3.775977658152168681e-01
1.767145867644258628e+00,1.374446785945534488e+00,1.963495408493620697e-01,3.995986696496716672e-01,1.848107863705539256e-02,-5.761641927722592760e-01
2.159844949342982545e+00,1.374446785945534488e+00,1.963495408493620697e-01,-2.672649785342470219e-01,-1.124256502067579655e+00,-3.418146295374332455e-01
2.552544031041707129e+00,1.374446785945534488e+00,1.963495408493620697e-01,-1.765909454628991737e+00,-1.671491896687990808e+00,1.124937269348443569e-01
2.945243112740430824e+00,1.374446785945534488e+00,1.963495408493620697e-01,-2.962884177696199384e+00,-5.975608251685947669e-01,2.651499361263033872e-01
3.337942194439155408e+00,1.374446785945534488e+00,1.963495408493620697e-01,-2.566324121274665693e+00,-5.762645571574305237e-01,-5.428436544848690426e-01
3.730641276137879103e+00,1.374446785945534488e+00,1.963495408493620697e-01,-1.054480523265021397e+00,-1.962551558772527960e+00,-8.843526311147938967e-01
4.123340357836603687e+00,1.374446785945534488e+00,1.963495408493620697e-01,-4.954727598504554686e-01,-1.388967758528572238e+00,-1.006445109718375086e+00
4.516039439535327382e+00,1.374446785945534488e+00,1.963495408493620697e-01,-6.796063879439960820e-01,6.904361602318932478e-01,-2.127097961114170044e+00
4.908738521234051966e+00,1.374446785945534488e+00,1.963495408493620697e-01,2.445143725997922166e-02,1.008298572445939012e+00,-1.496104447333336029e+00
5.301437602932775661e+00,1.374446785945534488e+00,1.963495408493620697e-01,1.193297317577538097e+00,-2.966186031355523833e-01,1.645686507520962016e-01
5.694136684631500245e+00,1.374446785945534488e+00,1.963495408493620697e-01,1.318362785828082639e+00,-2.079071823061887425e+00,2.760915851667034460e+00
6.086835766330223940e+00,1.374446785945534488e+00,1.963495408493620697e-01,3.040672713124327187e-01,-1.367869708891250813e+00,1.974016533411419472e+00
1.963495408493620697e-01,1.767145867644258628e+00,1.963495408493620697e-01,5.964583024297366309e-01,2.835366156124662917e-01,-1.078194073450920776e+00
5.890486225480862092e-01,1.767145867644258628e+00,1.963495408493620697e-01,9.427258898404992093e-01,1.870706050460247405e-01,-8.390910705168569406e-01
9.817477042468103487e-01,1.767145867644258628e+00,1.963495408493620697e-01,1.005448086302840993e+00,-5.346975201803696454e-01,1.403707291262127621e-01
1.374446785945534488e+00,1.767145867644258628e+00,1.963495408493620697e-01,8.065837342565125301e-01,4.389918872718390208e-01,2.041383736012724603e-01
1.767145867644258628e+00,1.767145867644258628e+00,1.963495408493620697e-01,4.915463291555061676e-01,8.593270067540910162e-01,-6.542407645952770245e-01
2.159844949342982545e+00,1.767145867644258628e+00,1.963495408493620697e-01,-3.563532353747759229e-01,3.875655881227195731e-01,-9.459746022495307827e-01
2.552544031041707129e+00,1.767145867644258628e+00,1.963495408493620697e-01,-1.142614234614923285e+00,-3.304656007208285617e-02,-1.764873411214370247e+00
2.945243112740430824e+00,1.767145867644258628e+00,1.963495408493620697e-01,-8.900533418472370562e-01,-3.394484771459312378e-01,-7.402675569653137666e-01
3.337942194439155408e+00,1.767145867644258628e+00,1.963495408493620697e-01,-7.546236210114118936e-01,-7.700915279506346245e-01,-6.797082196074998306e-01
3.730641276137879103e+00,1.767145867644258628e+00,1.963495408493620697e-01,-1.240371032270680907e+00,-1.697717181819862642e+00,-4.455006451082006991e-01
4.123340357836603687e+00,1.767145867644258628e+00,1.963495408493620697e-01,-1.833878248599443150e+00,-1.096109720361806872e+00,1.513488774429704864e-01
4.516039439535327382e+00,1.767145867644258628e+00,1.963495408493620697e-01,-1.778538606933036670e+00,4.343265585900193404e-01,-1.427968978967128599e+00
4.908738521234051966e+00,1.767145867644258628e+00,1.963495408493620697e-01,-1.014807071465475996e+00,6.000363607235805752e-01,-9.382851674982050083e-01
5.301437602932775661e+00,1.767145867644258628e+00,1.963495408493620697e-01,-3.988643362944447879e-01,-9.931648747017254308e-01,7.983976692517629203e-01
5.694136684631500245e+00,1.767145867644258628e+00,1.963495408493620697e-01,-2.307462720279640500e-01,-2.654115562536071504e+00,1.016081635164881369e+00
6.086835766330223940e+00,1.767145867644258628e+00,1.963495408493620697e-01,3.165419879202852754e-02,-1.817623977933563006e+00,-2.882065139909878448e-01
1.963495408493620697e-01,2.159844949342982545e+00,1.963495408493620697e-01,6.096589036276750528e-01,3.144765033879362015e-01,2.559994690692053987e-01
5.890486225480862092e-01,2.159844949342982545e+00,1.963495408493620697e-01,9.680256320816538196e-01,-5.262860979289651908e-01,6.677504665365671110e-01
9.817477042468103487e-01,2.159844949342982545e+00,1.963495408493620697e-01,1.019558322015742036e+00,-1.789208593398689429e+00,1.413227158736196420e+00
1.374446785945534488e+00,2.159844949342982545e+00,1.963495408493620697e-01,1.396128287798392709e+00,-1.010369787633082078e-01,1.194713761274213804e+00
1.767145867644258628e+00,2.159844949342982545e+00,1.963495408493620697e-01,1.097859668936272959e+00,1.245236095913126562e+00,7.606472289491912342e-01
2.159844949342982545e+00,2.159844949342982545e+00,1.963495408493620697e-01,-5.161254658131850942e-02,1.206788102431249010e+00,-4.104859371688218683e-01
2.552544031041707129e+00,2.159844949342982545e+00,1.963495408493620697e-01,3.835941601763699915e-01,5.129297637075065364e-01,-1.725425777030450192e+00
2.945243112740430824e+00,2.159844949342982545e+00,1.963495408493620697e-01,1.709074958773812325e+00,-4.720997985352868298e-01,-2.052116941563014441e-01
3.337942194439155408e+00,2.159844949342982545e+00,1.963495408493620697e-01,1.679397186284203869e+00,-8.182176656035519136e-01,2.680101873126241596e-01
3.730641276137879103e+00,2.159844949342982545e+00,1.963495408493620697e-01,6.613133306499834330e-01,-7.747562504388834093e-01,-1.592010590812046600e-01
4.123340357836603687e+00,2.159844949342982545e+00,1.963495408493620697e-01,-8.962544156048866117e-01,-2.077321652727515677e-01,7.713668226233573177e-01
4.516039439535327382e+00,2.159844949342982545e+00,1.963495408493620697e-01,-1.293859255449212320e+00,7.859632755543616289e-02,1.022957039735613360e+00
4.908738521234051966e+00,2.159844949342982545e+00,1.963495408493620697e-01,8.711538417263314793e-02,3.518310014744925884e-01,1.004267882708360426e+00
5.301437602932775661e+00,2.159844949342982545e+00,1.963495408493620697e-01,5.942078780951820516e-01,-7.319222873464390489e-01,9.937680038038955166e-01
5.694136684631500245e+00,2.159844949342982545e+00,1.963495408493620697e-01,-3.345795079069909805e-01,-2.398203011551493180e+00,4.353303074902318826e-01
6.086835766330223940e+00,2.159844949342982545e+00,1.963495408493620697e-01,-3.369285836674745793e-01,-1.523010052876878184e+00,2.021597686019793449e-01
1.963495408493620697e-01,2.552544031041707129e+00,1.963495408493620697e-01,8.836812667492475182e-01,6.491434449760110637e-01,1.240612448386971378e+00
5.890486225480862092e-01,2.552544031041707129e+00,1.963495408493620697e-01,1.279100633743026627e+00,-9.325031939903651867e-01,1.836395999977821436e+00
9.817477042468103487e-01,2.552544031041707129e+00,1.963495408493620697e-01,3.956578240660852952e-01,-2.429926538052662899e+00,1.527937642162215282e+00
1.374446785945534488e+00,2.552544031041707129e+00,1.963495408493620697e-01,-2.881247407788061973e-02,-2.963858070221226937e-01,1.057065833245916853e+00
1.767145867644258628e+00,2.552544031041707129e+00,1.963495408493620697e-01,-3.966469397833502497e-01,1.521601085594336267e+00,8.733386827757900761e-01
2.159844949342982545e+00,2.552544031041707129e+00,1.963495408493620697e-01,-1.031271499351724241e+00,8.576194154596437080e-01,-5.255275118630391429e-01
2.552544031041707129e+00,2.552544031041707129e+00,1.963495408493620697e-01,-1.319836104943354349e-01,-2.145726966446314943e-01,-9.053701052025838747e-01
2.945243112740430824e+00,2.552544031041707129e+00,1.963495408493620697e-01,1.386559780262143660e+00,-5.860101309465181041e-01,4.231527983261860193e-01
3.337942194439155408e+00,2.552544031041707129e+00,1.963495408493620697e-01,1.444178281664946883e+00,-5.578798007229354150e-01,7.636152168112382288e-01
3.730641276137879103e+00,2.552544031041707129e+00,1.963495408493620697e-01,5.473809381799317197e-01,9.632833958506871463e-02,-1.493828084306898230e-01
4.123340357836603687e+00,2.552544031041707129e+00,1.963495408493620697e-01,-4.209327907417465542e-01,5.829414748996569751e-01,3.128360597215481542e-01
4.516039439535327382e+00,2.552544031041707129e+00,1.963495408493620697e-01,-1.700761248822580118e-01,-7.706484414733995036e-01,2.073033064174123030e+00
4.908738521234051966e+00,2.552544031041707129e+00,1.963495408493620697e-01,1.168159504145902083e+00,-6.356684090262688658e-01,2.149088216527221817e+00
5.301437602932775661e+00,2.552544031041707129e+00,1.963495408493620697e-01,1.197871182668013956e+00,3.942844482963708125e-03,2.584036120993485897e-01
5.694136684631500245e+00,2.552544031041707129e+00,1.963495408493620697e-01,-3.333511111736740529e-01,-7.129576089551816764e-01,-3.479191524064930152e-01
6.086835766330223940e+00,2.552544031041707129e+00,1.963495408493620697e-01,-5.719900121081780142e-01,-2.245010385865996994e-01,7.640250909334653784e-01
1.963495408493620697e-01,2.945243112740430824e+00,1.963495408493620697e-01,1.392188333109871889e+00,-1.233410789330355861e-01,-6.151614481599330109e-01
5.890486225480862092e-01,2.945243112740430824e+00,1.963495408493620697e-01,1.659935554723390494e+00,-1.362175691422622847e+00,8.739025212462417924e-01
9.817477042468103487e-01,2.945243112740430824e+00,1.963495408493620697e-01,-8.737708468564199527e-02,-2.348993572133494467e+00,1.748974650192261227e-01
1.374446785945534488e+00,2.945243112740430824e+00,1.963495408493620697e-01,-1.043213969224876525e+00,-4.331572789899447162e-01,-2.501423374840481273e-01
1.767145867644258628e+00,2.945243112740430824e+00,1.963495408493620697e-01,-7.226294394741783478e-01,9.796795361095362864e-01,-6.400603918428573458e-01
2.159844949342982545e+00,2.945243112740430824e+00,1.963495408493620697e-01,-5.547485775861521473e-01,2.285261599512156683e-01,-1.157565518912402336e+00
2.552544031041707129e+00,2.945243112740430824e+00,1.963495408493620697e-01,-8.657863989804521765e-01,-5.484156793742880343e-01,1.397893609041240826e-01
2.945243112740430824e+00,2.945243112740430824e+00,1.963495408493620697e-01,-5.891894763583986894e-01,-8.764059045385247382e-02,-3.426936171556550781e-02
3.337942194439155408e+00,2.945243112740430824e+00,1.963495408493620697e-01,-1.032789184600552967e-01,7.577363432903625462e-01,-9.818872034559783524e-01
3.730641276137879103e+00,2.945243112740430824e+00,1.963495408493620697e-01,-4.648001333165835414e-01,8.533346688277558822e-01,-8.170627676308939158e-01
4.123340357836603687e+00,2.945243112740430824e+00,1.963495408493620697e-01,-7.538177759335578099e-01,2.617697230701333533e-01,1.072963615401453796e-02
4.516039439535327382e+00,2.945243112740430824e+00,1.963495408493620697e-01,1.799499168832514179e-02,-1.572480461706411869e+00,1.452058991134811849e+00
4.908738521234051966e+00,2.945243112740430824e+00,1.963495408493620697e-01,6.768086027546666994e-01,-1.348445376749218161e+00,2.042842614601397155e+00
5.301437602932775661e+00,2.945243112740430824e+00,1.963495408493620697e-01,1.671667821290415135e-01,3.090478272482384270e-01,-3.492897284795856150e-01
5.694136684631500245e+00,2.945243112740430824e+00,1.963495408493620697e-01,-7.625262568534277863e-01,3.889063448812776769e-01,-1.843929699017736512e+00
6.086835766330223940e+00,2.945243112740430824e+00,1.963495408493620697e-01,-4.195641105775216873e-01,2.860264214724366968e-02,-1.307384394269076378e+00
1.963495408493620697e-01,3.337942194439155408e+00,1.963495408493620697e-01,9.768055220114459924e-01,-1.101703534915650096e+00,-5.035061237548892343e-01
5.890486225480862092e-01,3.337942194439155408e+00,1.963495408493620697e-01,1.187700686352487045e+00,-1.223494682133082545e+00,6.809728967853505566e-01
9.817477042468103487e-01,3.337942194439155408e+00,1.963495408493620697e-01,3.057241641272832600e-01,-1.399143707083610799e+00,-3.543363423706479276e-01
1.374446785945534488e+00,3.337942194439155408e+00,1.963495408493620697e-01,3.810271014586529004e-02,-2.704838532711872912e-01,-3.990933116631938948e-01
1.767145867644258628e+00,3.337942194439155408e+00,1.963495408493620697e-01,6.032296526811715687e-01,3.648118529112722164e-01,-5.949444955991651796e-01
2.159844949342982545e+00,3.337942194439155408e+00,1.963495408493620697e-01,9.473217723943622159e-01,3.064560777301153505e-01,-1.688095682516095319e-01
2.552544031041707129e+00,3.337942194439155408e+00,1.963495408493620697e-01,-2.636539278194815483e-01,2.005270232187306989e-01,1.187933967985417727e+00
2.945243112740430824e+00,3.337942194439155408e+00,1.963495408493620697e-01,-1.379068566633299797e+00,2.828218087349592125e-01,-1.630895109743909777e-01
3.337942194439155408e+00,3.337942194439155408e+00,1.963495408493620697e-01,-4.214674662479253042e-01,1.239451236507026266e+00,-1.472312022127621578e+00
3.730641276137879103e+00,3.337942194439155408e+00,1.963495408493620697e-01,7.025281368841166385e-01,9.315590989292292790e-01,-5.483569794687550569e-01
4.123340357836603687e+00,3.337942194439155408e+00,1.963495408493620697e-01,9.360774149884052431e-01,2.413337776651552635e-01,6.170432242313624860e-01
4.516039439535327382e+00,3.337942194439155408e+00,1.963495408493620697e-01,9.146322264852617678e-01,-1.051872967367120548e+00,5.886426206567710873e-01
4.908738521234051966e+00,3.337942194439155408e+00,1.963495408493620697e-01,5.906959326938175936e-01,-1.411657366470279840e+00,-6.326811050403463588e-02
5.301437602932775661e+00,3.337942194439155408e+00,1.963495408493620697e-01,2.554916514134046301e-01,-1.819586526282849781e-01,-2.043885893523266439e+00
5.694136684631500245e+00,3.337942194439155408e+00,1.963495408493620697e-01,3.365748395101030299e-01,3.545316882710847217e-01,-2.565782841964400873e+00
6.086835766330223940e+00,3.337942194439155408e+00,1.963495408493620697e-01,3.972775149026213648e-01,-3.597148244505522507e-01,-1.572525927977659999e+00
1.963495408493620697e-01,3.730641276137879103e+00,1.963495408493620697e-01,3.333858685969339208e-01,-4.357369057984429861e-01,8.862585424704984005e-01
5.890486225480862092e-01,3.730641276137879103e+00,1.963495408493620697e-01,-1.074970718636931166e-01,6.284643291014804789e-02,4.956668899094294756e-01
9.817477042468103487e-01,3.730641276137879103e+00,1.963495408493620697e-01,-4.953597387511001204e-01,3.160936977965891348e-01,-4.839898694391540079e-01
1.374446785945534488e+00,3.730641276137879103e+00,1.963495408493620697e-01,-2.597733763621677405e-01,5.621861833737239467e-01,3.226658837635473231e-01
1.767145867644258628e+00,3.730641276137879103e+00,1.963495408493620697e-01,-2.650552735834420595e-02,1.075612724592514280e-01,8.163649866062897553e-01
2.159844949342982545e+00,3.730641276137879103e+00,1.963495408493620697e-01,5.125651581200501017e-01,1.324795730858621678e-01,1.261888063497131895e+00
2.552544031041707129e+00,3.730641276137879103e+00,1.963495408493620697e-01,1.734582883883510895e-01,1.060027291409586958e+00,1.066128071323360071e+00
2.945243112740430824e+00,3.730641276137879103e+00,1.963495408493620697e-01,-1.091126983217250990e+00,4.980056506097266800e-01,-9.523365427120419890e-02
3.337942194439155408e+00,3.730641276137879103e+00,1.963495408493620697e-01,-4.725295935127825087e-01,3.370335093886366873e-01,-1.734464488219156220e-02
3.730641276137879103e+00,3.730641276137879103e+00,1.963495408493620697e-01,1.051459276237162843e+00,1.402286235904838807e-01,1.223554916397411180e-01
4.123340357836603687e+00,3.730641276137879103e+00,1.963495408493620697e-01,2.127988063977107824e+00,8.748164364649623215e-01,3.758177962250290882e-01
4.516039439535327382e+00,3.730641276137879103e+00,1.963495408493620697e-01,2.430987512299265685e+00,5.264899034373087261e-01,-3.962808189318363095e-01
4.908738521234051966e+00,3.730641276137879103e+00,1.963495408493620697e-01,1.497842932785072634e+00,-6.230083064286433547e-01,-2.372339224326657003e+00
5.301437602932775661e+00,3.730641276137879103e+00,1.963495408493620697e-01,6.581266031148924611e-01,-4.142163149091374619e-01,-2.630256723169750011e+00
5.694136684631500245e+00,3.730641276137879103e+00,1.963495408493620697e-01,9.064031331156992000e-01,1.635439679995770446e-01,-1.032874863996524395e+00
6.086835766330223940e+00,3.730641276137879103e+00,1.963495408493620697e-01,8.499423089126796338e-01,2.374719466337486540e-01,2.802427312308162222e-01
1.963495408493620697e-01,4.123340357836603687e+00,1.963495408493620697e-01,-4.499623326438118021e-01,6.730044153109662197e-01,8.817596983925429788e-01
5.890486225480862092e-01,4.123340357836603687e+00,1.963495408493620697e-01,-3.546273641821704459e-01,1.073994991209652250e+00,6.897606247390408729e-02
9.817477042468103487e-01,4.123340357836603687e+00,1.963495408493620697e-01,-1.677218149987263762e-01,1.184822333636400327e+00,-6.138467615948044465e-01
1.374446785945534488e+00,4.123340357836603687e+00,1.963495408493620697e-01,-1.663357827253457086e-02,1.447323769076237943e+00,1.519199813930202647e-01
1.767145867644258628e+00,4.123340357836603687e+00,1.963495408493620697e-01,-3.566836958267249891e-01,5.329953613583018335e-01,7.017519981772007975e-01
2.159844949342982545e+00,4.123340357836603687e+00,1.963495408493620697e-01,-5.204262398060979233e-01,-4.113132493991866756e-01,1.094661450404955882e+00
2.552544031041707129e+00,4.123340357836603687e+00,1.963495408493620697e-01,-1.192311786241494476e+00,1.160608018323835200e+00,1.583817263137488052e+00
2.945243112740430824e+00,4.123340357836603687e+00,1.963495408493620697e-01,-2.047043653400894225e+00,6.491879760300003355e-01,1.359908345748247260e+00
3.337942194439155408e+00,4.123340357836603687e+00,1.963495408493620697e-01,-9.823705745961217595e-01,-2.256450798273021419e-01,1.937247754024936430e+00
3.730641276137879103e+00,4.123340357836603687e+00,1.963495408493620697e-01,-3.555092627412017453e-02,-2.570500857363613445e-01,1.083926223649719800e+00
4.123340357836603687e+00,4.123340357836603687e+00,1.963495408493620697e-01,4.694377187116816619e-01,8.067478743577674027e-01,5.016464359859786060e-02
4.516039439535327382e+00,4.123340357836603687e+00,1.963495408493620697e-01,1.081779489425824803e+00,1.177099932409481742e+00,3.729781526192293972e-01
4.908738521234051966e+00,4.123340357836603687e+00,1.963495408493620697e-01,7.762440261344436543e-01,6.360229310399958536e-01,-6.681396334356867195e-01
5.301437602932775661e+00,4.123340357836603687e+00,1.963495408493620697e-01,4.905316574240797811e-01,2.927979511317026495e-01,-8.752509744321843033e-02
5.694136684631500245e+00,4.123340357836603687e+00,1.963495408493620697e-01,3.891474809531028090e-01,-1.368801471681702631e-01,7.998937011492694982e-01
6.086835766330223940e+00,4.123340357836603687e+00,1.963495408493620697e-01,-1.122503634217382612e-01,6.047954577506154950e-01,7.508306142909104697e-01
1.963495408493620697e-01,4.516039439535327382e+00,1.963495408493620697e-01,2.595128408042816082e-01,1.177570197123055440e+00,7.492061671642281651e-01
5.890486225480862092e-01,4.516039439535327382e+00,1.963495408493620697e-01,5.594341772228305087e-01,8.517929460398128150e-01,5.274851206948930615e-01
9.817477042468103487e-01,4.516039439535327382e+00,1.963495408493620697e-01,6.809959915709262734e-01,6.091756095076724664e-01,-4.067976784944764002e-01
1.374446785945534488e+00,4.516039439535327382e+00,1.963495408493620697e-01,3.700750886353613156e-01,1.572732359754556608e+00,-7.847670518252953809e-01
1.767145867644258628e+00,4.516039439535327382e+00,1.963495408493620697e-01,3.204187191016090175e-01,1.417902910765294733e+00,-3.268894624912452862e-01
2.159844949342982545e+00,4.516039439535327382e+00,1.963495408493620697e-01,3.588007844850953088e-02,8.359056213752955045e-02,-1.929790790214791774e-01
2.552544031041707129e+00,4.516039439535327382e+00,1.963495408493620697e-01,-1.412825347892496142e+00,1.052130312717689975e+00,1.932046259409953004e+00
2.945243112740430824e+00,4.516039439535327382e+00,1.963495408493620697e-01,-1.710342180884715457e+00,-4.405250416139797065e-02,2.078647821475884339e+00
3.337942194439155408e+00,4.516039439535327382e+00,1.963495408493620697e-01,8.134599528492700293e-02,-6.837335089889351458e-01,2.085648609120835495e+00
3.730641276137879103e+00,4.516039439535327382e+00,1.963495408493620697e-01,3.598412538014888473e-01,1.241156041822318867e-01,2.009234711409122021e+00
4.123340357836603687e+00,4.516039439535327382e+00,1.963495408493620697e-01,-6.747350399453911907e-01,6.607697235282508075e-01,-2.512730754457232485e-01
4.516039439535327382e+00,4.516039439535327382e+00,1.963495408493620697e-01,-1.023694052447096547e+00,1.106450021011724960e+00,-4.459271634916591176e-01
4.908738521234051966e+00,4.516039439535327382e+00,1.963495408493620697e-01,-7.794702940289839344e-01,1.185010335823760697e+00,-2.543807759182593609e-01
5.301437602932775661e+00,4.516039439535327382e+00,1.963495408493620697e-01,4.490203522054627139e-01,8.444400902803297360e-01,1.025082067804110375e+00
